category,SLC,fold_change,expression,p_value,control_mean,control_distribution,treat_mean,treat_distribution,method,cutoff,OS_error,OS_p_value,OS_HR,OS_AUC,OS_sensitivity,OS_specificity,OS_graph_name_jpg,DSS_error,DSS_p_value,DSS_HR,DSS_AUC,DSS_sensitivity,DSS_specificity,DSS_graph_name_jpg,DFI_error,DFI_p_value,DFI_HR,DFI_AUC,DFI_sensitivity,DFI_specificity,DFI_graph_name_jpg,PFI_error,PFI_p_value,PFI_HR,PFI_AUC,PFI_sensitivity,PFI_specificity,PFI_graph_name_jpg
Kidney,SLC15A4,1.23277034845481,Increased,2.08107318683661e-06,9.08645357142857,3.47226756406085,11.2015105354684,0.6703745758457621,outcome_significance,11.04455,False,1.46049092383375e-07,2.1622640356885703,0.63,72.7,48.7,"TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff11.04_histogram.jpg, TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff11.04_AUC=_0.63_ROC.jpg, TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff=11.04_p=1.46049092383375e-07_HR=2.16226403568857_kaplanmeier.jpg",False,6.70670684018272e-07,2.54443066080731,0.63,75.0,48.6,"TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff11.09_histogram.jpg, TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff11.09_AUC=_0.63_ROC.jpg, TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff=11.09_p=6.70670684018272e-07_HR=2.54443066080731_kaplanmeier.jpg",False,0.000906898106544701,3.8767680165147,0.53,13.3,97.9,"TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff12.44_histogram.jpg, TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff12.44_AUC=_0.53_ROC.jpg, TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff=12.44_p=0.000906898106544701_HR=3.8767680165147_kaplanmeier.jpg",False,4.72976776958028e-08,2.04638381319821,0.62,52.0,68.5,"TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff11.51_histogram.jpg, TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff11.51_AUC=_0.62_ROC.jpg, TCGA_Kidney_survival/CF_SLC15A4_biomarker_outcome_significance_cutoff=11.51_p=4.72976776958028e-08_HR=2.04638381319821_kaplanmeier.jpg"
Kidney,SLC16A1,1.24631654325895,Increased,7.71347937119746e-06,8.42595357142857,3.9532209144312214,10.5014053288032,3.74577600654416,outcome_significance,10.379,False,2.61293081639067e-08,2.60027813374082,0.64,83.3,40.2,"TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff10.38_histogram.jpg, TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff10.38_AUC=_0.64_ROC.jpg, TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff=10.38_p=2.61293081639067e-08_HR=2.60027813374082_kaplanmeier.jpg",False,3.43305398041219e-08,3.6667984275358303,0.67,87.5,39.2,"TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff10.44_histogram.jpg, TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff10.44_AUC=_0.67_ROC.jpg, TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff=10.44_p=3.43305398041219e-08_HR=3.66679842753583_kaplanmeier.jpg",False,0.0010640018480455099,3.8409028922238497,0.57,13.3,97.5,"TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff12.32_histogram.jpg, TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff12.32_AUC=_0.57_ROC.jpg, TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff=12.32_p=0.00106400184804551_HR=3.84090289222385_kaplanmeier.jpg",False,2.0327143284990303e-08,2.6446213632630697,0.63,83.4,37.7,"TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff10.26_histogram.jpg, TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff10.26_AUC=_0.63_ROC.jpg, TCGA_Kidney_survival/CF_SLC16A1_biomarker_outcome_significance_cutoff=10.26_p=2.03271432849903e-08_HR=2.64462136326307_kaplanmeier.jpg"
Kidney,SLC18A3,8.82845446886258,Increased,1.3547704101286499e-20,0.170025,0.18058706490740692,1.5010579710683605,6.628881512128661,outcome_significance,5.169033113935,False,3.33665922258044e-13,2.93740709944542,0.61,24.2,94.5,"TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff5.169_histogram.jpg, TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff5.169_AUC=_0.61_ROC.jpg, TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff=5.169_p=3.33665922258044e-13_HR=2.93740709944542_kaplanmeier.jpg",False,1.4222965813382598e-11,3.7105285140472697,0.6,20.1,96.0,"TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff6.806_histogram.jpg, TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff6.806_AUC=_0.6_ROC.jpg, TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff=6.806_p=1.42229658133826e-11_HR=3.71052851404727_kaplanmeier.jpg",False,0.00010767564039145799,4.05818959852207,0.56,17.8,97.5,"TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff6.252_histogram.jpg, TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff6.252_AUC=_0.56_ROC.jpg, TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff=6.252_p=0.000107675640391458_HR=4.05818959852207_kaplanmeier.jpg",False,2.0163840664772202e-11,2.71606845920606,0.58,24.5,91.9,"TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff4.413_histogram.jpg, TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff4.413_AUC=_0.58_ROC.jpg, TCGA_Kidney_survival/CF_SLC18A3_biomarker_outcome_significance_cutoff=4.413_p=2.01638406647722e-11_HR=2.71606845920606_kaplanmeier.jpg"
Kidney,SLC1A4,1.2780642687954,Increased,1.2179896439398898e-06,7.694403571428571,3.32484690406085,9.83394227433454,0.868071011029633,outcome_significance,9.36195,False,0.000149572918470017,1.87341378759677,0.58,80.2,36.1,"TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff9.362_histogram.jpg, TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff9.362_AUC=_0.58_ROC.jpg, TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff=9.362_p=0.000149572918470017_HR=1.87341378759677_kaplanmeier.jpg",False,0.00314575743488364,1.84664981257094,0.56,79.9,34.5,"TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff9.362_histogram.jpg, TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff9.362_AUC=_0.56_ROC.jpg, TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff=9.362_p=0.00314575743488364_HR=1.84664981257094_kaplanmeier.jpg",False,0.00585203755048939,2.94796103318097,0.56,84.4,38.4,"TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff9.024_histogram.jpg, TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff9.024_AUC=_0.56_ROC.jpg, TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff=9.024_p=0.00585203755048939_HR=2.94796103318097_kaplanmeier.jpg",False,0.000204670372203794,1.97231644689657,0.57,85.2,27.3,"TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff9.115_histogram.jpg, TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff9.115_AUC=_0.57_ROC.jpg, TCGA_Kidney_survival/CF_SLC1A4_biomarker_outcome_significance_cutoff=9.115_p=0.000204670372203794_HR=1.97231644689657_kaplanmeier.jpg"
Kidney,SLC25A43,1.1127348080937,Increased,0.0071619821904058,8.644832142857139,3.11968293707672,9.619405635484359,1.0087839606034399,outcome_significance,9.5128,False,3.1416448856998797e-10,2.91795800478158,0.62,82.8,40.6,"TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff9.513_histogram.jpg, TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff9.513_AUC=_0.62_ROC.jpg, TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff=9.513_p=3.14164488569988e-10_HR=2.91795800478158_kaplanmeier.jpg",False,7.37607549739875e-07,2.9857580211069306,0.61,84.0,36.7,"TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff9.466_histogram.jpg, TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff9.466_AUC=_0.61_ROC.jpg, TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff=9.466_p=7.37607549739875e-07_HR=2.98575802110693_kaplanmeier.jpg",False,0.00188213307937375,3.61679184828478,0.58,13.3,96.8,"TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff10.57_histogram.jpg, TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff10.57_AUC=_0.58_ROC.jpg, TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff=10.57_p=0.00188213307937375_HR=3.61679184828478_kaplanmeier.jpg",False,2.43343758333763e-05,1.74565694554771,0.6,51.1,65.8,"TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff10.03_histogram.jpg, TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff10.03_AUC=_0.6_ROC.jpg, TCGA_Kidney_survival/CF_SLC25A43_biomarker_outcome_significance_cutoff=10.03_p=2.43343758333763e-05_HR=1.74565694554771_kaplanmeier.jpg"
Kidney,SLC29A3,1.1965600495559399,Increased,0.000109951094561217,6.969792857142861,2.5571512799470897,8.33977568653749,1.14269162171954,distribution,7.5571521,False,5.29105388472963e-05,2.37205703430198,0.59,89.4,21.6,"TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff7.557_histogram.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff7.557_AUC=_0.59_ROC.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff=7.557_p=5.29105388472963e-05_HR=2.37205703430198_kaplanmeier.jpg",False,0.00110882933617406,2.4331213071574,0.59,89.6,20.6,"TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff7.557_histogram.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff7.557_AUC=_0.59_ROC.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff=7.557_p=0.00110882933617406_HR=2.4331213071574_kaplanmeier.jpg",False,0.00709334586314361,3.72803267545346,0.55,91.1,25.6,"TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff7.557_histogram.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff7.557_AUC=_0.55_ROC.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff=7.557_p=0.00709334586314361_HR=3.72803267545346_kaplanmeier.jpg",False,6.40312533093273e-06,2.70636202427176,0.57,90.4,22.0,"TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff7.557_histogram.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff7.557_AUC=_0.57_ROC.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_distribution_cutoff=7.557_p=6.40312533093273e-06_HR=2.70636202427176_kaplanmeier.jpg"
Kidney,SLC29A3,1.1965600495559399,Increased,0.000109951094561217,6.969792857142861,2.5571512799470897,8.33977568653749,1.14269162171954,outcome_significance,7.37435,False,2.34793883820941e-06,3.5410912748733803,0.59,93.8,18.4,"TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff7.374_histogram.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff7.374_AUC=_0.59_ROC.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff=7.374_p=2.34793883820941e-06_HR=3.54109127487338_kaplanmeier.jpg",False,8.60065284101386e-05,4.07397248016266,0.59,94.4,17.4,"TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff7.367_histogram.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff7.367_AUC=_0.59_ROC.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff=7.367_p=8.60065284101386e-05_HR=4.07397248016266_kaplanmeier.jpg",False,0.00204157580167137,4.40008909257993,0.55,91.1,28.1,"TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff7.585_histogram.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff7.585_AUC=_0.55_ROC.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff=7.585_p=0.00204157580167137_HR=4.40008909257993_kaplanmeier.jpg",False,1.0045895312974599e-06,2.8649449425144904,0.57,90.0,24.0,"TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff7.588_histogram.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff7.588_AUC=_0.57_ROC.jpg, TCGA_Kidney_survival/CF_SLC29A3_biomarker_outcome_significance_cutoff=7.588_p=1.00458953129746e-06_HR=2.86494494251449_kaplanmeier.jpg"
Kidney,SLC2A1,1.16809360368254,Increased,0.000266493482907629,10.434539285714301,4.86205340321429,12.188518597017099,3.12272230082977,outcome_significance,10.78095,False,6.2539418580157e-09,3.57599094241954,0.66,90.7,32.3,"TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff10.78_histogram.jpg, TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff10.78_AUC=_0.66_ROC.jpg, TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff=10.78_p=6.2539418580157e-09_HR=3.57599094241954_kaplanmeier.jpg",False,1.40882713470553e-16,4.00970678353424,0.67,30.6,91.9,"TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff14.03_histogram.jpg, TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff14.03_AUC=_0.67_ROC.jpg, TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff=14.03_p=1.40882713470553e-16_HR=4.00970678353424_kaplanmeier.jpg",False,0.00104921877125705,3.3483530488169,0.57,17.8,95.0,"TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff14_histogram.jpg, TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff14_AUC=_0.57_ROC.jpg, TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff=14_p=0.00104921877125705_HR=3.3483530488169_kaplanmeier.jpg",False,4.26710570824312e-16,3.27099986431118,0.63,24.9,92.2,"TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff14_histogram.jpg, TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff14_AUC=_0.63_ROC.jpg, TCGA_Kidney_survival/CF_SLC2A1_biomarker_outcome_significance_cutoff=14_p=4.26710570824312e-16_HR=3.27099986431118_kaplanmeier.jpg"
Kidney,SLC2A14,1.4002950077707499,Increased,0.00426410220718298,2.70926428571429,3.3093783246031703,3.7937692540173,3.52421457631374,outcome_significance,2.2673,False,0.0031005327315761604,1.6933456719840905,0.54,83.7,24.0,"TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff2.267_histogram.jpg, TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff2.267_AUC=_0.54_ROC.jpg, TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff=2.267_p=0.00310053273157616_HR=1.69334567198409_kaplanmeier.jpg",False,0.006611842823591839,2.74506566961519,0.56,4.9,99.3,"TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff7.465_histogram.jpg, TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff7.465_AUC=_0.56_ROC.jpg, TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff=7.465_p=0.00661184282359184_HR=2.74506566961519_kaplanmeier.jpg",False,0.0076065399337955,2.73089704469586,0.55,17.8,92.2,"TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff6.198_histogram.jpg, TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff6.198_AUC=_0.55_ROC.jpg, TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff=6.198_p=0.0076065399337955_HR=2.73089704469586_kaplanmeier.jpg",False,0.000320931367489098,3.19461814377708,0.57,3.9,99.5,"TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff7.465_histogram.jpg, TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff7.465_AUC=_0.57_ROC.jpg, TCGA_Kidney_survival/CF_SLC2A14_biomarker_outcome_significance_cutoff=7.465_p=0.000320931367489098_HR=3.19461814377708_kaplanmeier.jpg"
Kidney,SLC35G2,1.17773485035073,Increased,0.00026558283658724,6.63143928571429,2.18981733728836,7.81007715477063,1.72287050030581,outcome_significance,7.70225,False,5.25267927388383e-08,2.29787982232692,0.64,76.2,47.8,"TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff7.702_histogram.jpg, TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff7.702_AUC=_0.64_ROC.jpg, TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff=7.702_p=5.25267927388383e-08_HR=2.29787982232692_kaplanmeier.jpg",False,5.880618722014179e-07,2.3290537243832703,0.63,36.1,83.7,"TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff9.026_histogram.jpg, TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff9.026_AUC=_0.63_ROC.jpg, TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff=9.026_p=5.88061872201418e-07_HR=2.32905372438327_kaplanmeier.jpg",False,0.000658240765462164,5.068828441344401,0.55,8.9,97.9,"TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff9.435_histogram.jpg, TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff9.435_AUC=_0.55_ROC.jpg, TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff=9.435_p=0.000658240765462164_HR=5.0688284413444_kaplanmeier.jpg",False,3.9220292366402396e-07,1.9569025943417,0.61,56.3,63.4,"TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff8.364_histogram.jpg, TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff8.364_AUC=_0.61_ROC.jpg, TCGA_Kidney_survival/CF_SLC35G2_biomarker_outcome_significance_cutoff=8.364_p=3.92202923664024e-07_HR=1.9569025943417_kaplanmeier.jpg"
Kidney,SLC39A10,1.1771446847745501,Increased,0.000124258625863383,8.640439285714281,3.26576256914021,10.171047179295801,0.680063490250964,outcome_significance,9.16665,False,5.35119853016844e-05,3.26145088760485,0.54,94.7,12.8,"TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff9.167_histogram.jpg, TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff9.167_AUC=_0.54_ROC.jpg, TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff=9.167_p=5.35119853016844e-05_HR=3.26145088760485_kaplanmeier.jpg",False,6.839303636230951e-07,4.21892357786855,0.53,7.6,97.5,"TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff11.27_histogram.jpg, TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff11.27_AUC=_0.53_ROC.jpg, TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff=11.27_p=6.83930363623095e-07_HR=4.21892357786855_kaplanmeier.jpg",False,1.76837272560455e-05,6.2047023449042324,0.56,11.1,97.2,"TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff11.1_histogram.jpg, TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff11.1_AUC=_0.56_ROC.jpg, TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff=11.1_p=1.76837272560455e-05_HR=6.20470234490423_kaplanmeier.jpg",False,0.00203682051064802,2.3658966110188,0.52,93.9,10.2,"TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff9.013_histogram.jpg, TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff9.013_AUC=_0.52_ROC.jpg, TCGA_Kidney_survival/CF_SLC39A10_biomarker_outcome_significance_cutoff=9.013_p=0.00203682051064802_HR=2.3658966110188_kaplanmeier.jpg"
Kidney,SLC39A11,1.16751762481453,Increased,0.00032441787784143504,8.59618571428571,3.4180283575661403,10.0361983276075,0.5307256763683039,outcome_significance,11.3384,False,6.66887255470793e-05,2.47359405519945,0.54,8.8,95.6,"TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff11.34_histogram.jpg, TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff11.34_AUC=_0.54_ROC.jpg, TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff=11.34_p=6.66887255470793e-05_HR=2.47359405519945_kaplanmeier.jpg",False,4.68571000778756e-05,2.07926830077285,0.59,70.8,45.0,"TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff9.823_histogram.jpg, TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff9.823_AUC=_0.59_ROC.jpg, TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff=9.823_p=4.68571000778756e-05_HR=2.07926830077285_kaplanmeier.jpg",False,4.36661190539765e-05,10.8900548760297,0.59,95.6,29.2,"TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff9.634_histogram.jpg, TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff9.634_AUC=_0.59_ROC.jpg, TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff=9.634_p=4.36661190539765e-05_HR=10.8900548760297_kaplanmeier.jpg",False,5.531156061812211e-05,2.14673022871469,0.56,86.5,24.6,"TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff9.452_histogram.jpg, TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff9.452_AUC=_0.56_ROC.jpg, TCGA_Kidney_survival/CF_SLC39A11_biomarker_outcome_significance_cutoff=9.452_p=5.53115606181221e-05_HR=2.14673022871469_kaplanmeier.jpg"
Kidney,SLC6A3,1.93003275087832,Increased,4.950184926703739e-10,3.7032928571428596,4.11280675624339,7.14747650037945,30.44563223493969,outcome_significance,3.0421,False,2.3000893516383e-07,2.2982585557705804,0.58,79.3,43.2,"TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff3.042_histogram.jpg, TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff3.042_AUC=_0.58_ROC.jpg, TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff=3.042_p=2.3000893516383e-07_HR=2.29825855577058_kaplanmeier.jpg",False,1.96753594728884e-06,2.7333520184823503,0.55,81.9,41.5,"TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff3.042_histogram.jpg, TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff3.042_AUC=_0.55_ROC.jpg, TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff=3.042_p=1.96753594728884e-06_HR=2.73335201848235_kaplanmeier.jpg",False,0.00573350641217776,2.80812879957578,0.57,82.2,39.5,"TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff1.126_histogram.jpg, TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff1.126_AUC=_0.57_ROC.jpg, TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff=1.126_p=0.00573350641217776_HR=2.80812879957578_kaplanmeier.jpg",False,1.88667974901977e-07,2.2714411818368103,0.55,77.7,42.3,"TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff2.973_histogram.jpg, TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff2.973_AUC=_0.55_ROC.jpg, TCGA_Kidney_survival/CF_SLC6A3_biomarker_outcome_significance_cutoff=2.973_p=1.88667974901977e-07_HR=2.27144118183681_kaplanmeier.jpg"
Kidney,SLC7A11,1.4069632320809902,Increased,4.52974228611865e-06,4.5713,2.96026607925926,6.43165102281182,3.2503715036144705,distribution,7.9184018,False,2.19482524924062e-06,1.99199916853486,0.64,28.2,85.4,"TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff7.918_histogram.jpg, TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff7.918_AUC=_0.64_ROC.jpg, TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff=7.918_p=2.19482524924062e-06_HR=1.99199916853486_kaplanmeier.jpg",False,4.8997593199771396e-08,2.55225442294146,0.68,33.3,85.0,"TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff7.918_histogram.jpg, TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff7.918_AUC=_0.68_ROC.jpg, TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff=7.918_p=4.89975931997714e-08_HR=2.55225442294146_kaplanmeier.jpg",False,0.00237167966628018,2.5786188027772297,0.64,31.1,88.6,"TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff7.918_histogram.jpg, TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff7.918_AUC=_0.64_ROC.jpg, TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff=7.918_p=0.00237167966628018_HR=2.57861880277723_kaplanmeier.jpg",False,1.82168964471695e-07,2.12472715979798,0.64,28.8,85.6,"TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff7.918_histogram.jpg, TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff7.918_AUC=_0.64_ROC.jpg, TCGA_Kidney_survival/CF_SLC7A11_biomarker_distribution_cutoff=7.918_p=1.82168964471695e-07_HR=2.12472715979798_kaplanmeier.jpg"
